1962	SAF	0.009801681131620405	0.3419226251600107	0.008209779290748218	0.4675257423792711	0.01684332315829453	0.010433224549508362	0.01597205615496068	0.12623436818635794	0.006578021916189565	0.002952285163668078	0.003328574040990871
1962	ALG	0.0022589085824160954	0.14161258690949585	0.29477532879014096	0.06924672688121178	0.4532573506585658	0.002963915620796192	0.010400806145628532	0.012985301146638678	0.012862112633721131	0.0015398564114693432	0.0003560148023317122
1962	LIB	0.0003752351879169221	0.007753186861872445	0.000221519624624927	0.02797859986171805	0.9371152774701116	0.00939108954091736	7.383987487497567e-05	0.0019735384739311677	0.010351007914292044	0.001322405031851837	0.0038195353458055593
1962	MOR	0.002079083814949527	0.4442331699905371	0.04756562959540449	0.4202293315088698	0.006701793512788275	0.0024146004469343236	0.006939477273434064	0.04776555051557384	0.007517026598367757	0.01608030601228847	0.0005531145458018828
1962	SUD	0.0015727846830979775	0.06045619762495676	1.8204214882552474e-05	0.918821337767071	0.0	0.007512272674866654	0.0005157860883389868	0.0007281685953020989	0.009083903226393684	0.0006007390911242316	0.002263390717064024
1962	TUN	0.0008336255293213678	0.15977472088272635	0.09429644683841239	0.19917766852831922	0.301101840580543	0.1678360770504736	0.03990972117007215	0.02980037302710977	0.0019487270580490787	0.00474904261599628	0.0014053822482981292
1962	EGY	0.004104518214929811	0.19209589323671064	0.00025560767361142254	0.5170136055031884	0.16943649718831558	0.00036323195723728466	0.005381214181293106	0.09637754598695952	0.006026959883048279	0.009547170826644184	0.0035022735629915962
1962	CAO	0.0005189923730536067	0.5869578936297023	0.026441818883006698	0.21040563755565683	0.00020334466921431826	0.012950951863408477	0.0006450934333695614	0.15440171089997545	0.0027346352066753145	0.0038074536339094767	0.0014514602250815132
1962	CHA	0.00041174844116418074	0.12791921898928024	0.0004785604900459418	0.8261868300153139	0.030005742725880552	0.0	9.571209800918837e-05	0.0008135528330781011	0.00378062787136294	0.0002871362940275651	0.010432618683001531
1962	CON	7.309633552511155e-05	0.044693222251149876	0.01093465243426191	0.6701090572478232	0.11203679597327085	0.03422141224796783	0.002024935635974428	0.11565275246608232	0.006740142902600596	0.0027770545864792156	0.0008099742543897712
1962	GAB	0.00017661508502115275	0.0140959149280834	1.3063869256796478e-05	0.6918494519706847	0.17079702666335717	0.0	0.0005878741165558415	0.11828027225103531	0.0031353286216311547	0.00035272446993350493	0.0008883431094621605
1962	BUI	0.00014681452124713196	0.050374687760199835	0.0	0.8940466278101582	0.00020815986677768527	0.009991673605328892	0.009991673605328892	0.027893422148209824	0.006661115736885929	0.0006244796003330558	0.00020815986677768527
1962	BEN	0.00021518980229256977	0.12576169150576316	0.0541810439762132	0.6120695984142134	0.0012480728287203582	0.1667278467072902	0.010865575214741942	0.009984582629762866	0.014609793700903017	0.00161515307246164	0.002936641949930255
1962	ETH	0.0012650328186169467	0.6518059832325639	5.619113978107932e-05	0.32185161043806615	0.0	0.005506731698545773	0.0011238227956215864	0.002045357488031287	0.0020565957159875033	0.0006405789935043043	0.014913128497898451
1962	GHA	0.0007587058123424505	0.6975339439079149	8.552795695092834e-05	0.27832935390755853	7.840062720501764e-05	0.00045614910373828444	0.0019315063611417983	0.013050140764762483	0.0047503652756494775	0.003036242471757956	0.0007483696233206229
1962	GUI	0.0009706935865540149	0.06781427846960049	0.00022539020679551472	0.12100636727334198	0.0	0.00025356398264495407	0.7597340395559813	0.04614864484138164	0.001070603482278695	0.0017467741026652391	0.0020003380853101933
1962	CDI	0.0006726384030955492	0.6812183277027027	0.006708368524774775	0.28490111204954954	0.0003431165540540541	0.0017859656531531531	0.0028900971283783786	0.016759923986486486	0.0018607474662162163	0.0031364372184684683	0.00039590371621621624
1962	LBR	0.00010936909083331198	0.014556987760744928	6.099296547798154e-05	0.7248099052575936	0.0	0.0	1.0165494246330257e-05	0.06546578294636685	0.18951530923433496	0.00043711625259220104	0.00514374008864311
1962	MAG	0.0008921021152668267	0.7107496605160156	0.05288960779614985	0.17184878983944404	0.00011981787682722263	0.006699816279255532	0.034357776180206086	0.014108554996405464	0.006589983225497244	0.0017273743909257929	0.0009086188992731049
1962	MLI	0.00039797429757943705	0.2715665686686266	0.004703905921881562	0.6928181436371272	0.00016799664006719866	0.014195716085678286	0.0	0.007139857202855943	0.0010919781604367912	0.001763964720705586	0.006551868962620748
1962	MAA	7.366240859690707e-05	0.46718322698268006	0.0	0.41112123974475845	0.07110300820419325	0.0	0.0	0.0	0.006381039197812215	0.04284412032816773	0.0013673655423883319
1962	NIR	0.0005504747244873366	0.058998773292832526	0.0008762194053390969	0.8526783106489865	0.00677609673462235	0.06460657748700274	0.00023365850809042583	0.006542438226531924	0.007360243004848414	0.001401951048542555	0.0005257316432034581
1962	NIG	0.0043195434134377705	0.20852722953513725	0.00019118436681364812	0.5014440521323158	0.13908662685692902	0.08316316568769423	0.0011023609235425243	0.0532509477863291	0.005408076929335003	0.0015254071820237883	0.006300948599879595
1962	SEN	0.0005882781097501302	0.2860696012344676	0.011969057094128157	0.39278100381710385	0.00032993584016892716	0.2467615528303419	0.022207220011370096	0.026851701453748072	0.0021623487371071224	0.00910622918866239	0.001761349792901811
1962	SIE	0.000275705781893625	0.1266744255037539	0.0	0.756007393715342	6.84603272403642e-05	0.0012322858903265558	0.0	0.10944524314826225	0.0029209739622555395	0.001802788617329591	0.0018484288354898336
